,x,lp,Nr,Ulica,Obiekt,NrZabytków,Dlugosc,Szerokosc,,,
,1,"Grodzisko/ 3 MAJA, Dąbrowskiego",14,"Umocnienia Grodziska wraz z elementami strukturalnymi (majdan fortu Grodzisko, Bastion Jerozolimski, Wysokie Czolo Kurkowe, Wysokie Skrzydło Kurkowe,. Niskie Czolo Kurkowe, Luneta Senarmomt""a, Zbrojownia",474,,,,, 
,6381,WASSOWSKIEGO Józefa,11A,oficyna,,,,,,
,6382,WASSOWSKIEGO Józefa,11A,budynek gospodarczy,,,,,,
,6383,WASSOWSKIEGO Józefa,11A k.,dom,,,,,,
,6384,WASSOWSKIEGO Józefa,12/13,dom,,,,,,
,6385,WASSOWSKIEGO Józefa,12/13 m.6,garaż,,,,,,
,6386,WASSOWSKIEGO Józefa,14,dom,,,,,,
,6387,WASSOWSKIEGO Józefa,15,dom,,,,,,
,6388,WASSOWSKIEGO Józefa,16,kamienica,1766,,,,,
,6389,WASSOWSKIEGO Józefa,17,dom/sklep,,,,,,
,6390,WĄSOWICZA Stanisława,1,dom,,,,,,
,6391,WĄSOWICZA Stanisława,2,dom,,,,,,
,6392,WĄSOWICZA Stanisława,3,dom,,,,,,
,6393,WĄSOWICZA Stanisława,5,dom ,,,,,,
,6394,WĄSOWICZA Stanisława,6/8/10/12,domy w zespole,,,,,,
,6395,WĄSOWICZA Stanisława,7,dom,,,,,,
,6396,WĄSOWICZA Stanisława,9,dom,,,,,,
,6397,WĄSOWICZA Stanisława,11,dom,,,,,,
,6398,WĄSOWICZA Stanisława,13A,dom,,,,,,
,6399,WĄSOWICZA Stanisława,15,dom,,,,,,
,6400,WĄSOWICZA Stanisława,15,budynek gospodarczy,,,,,,
,6401,WCZASY,1,dom,,,,,,
,6402,WEŁNIARSKA,19/20 (20),"d. odcinek zach. Muru wysokiego między Basztą Słomianą i Dworem Bractwa Św. Jerzego ( ul. Długą), ",,,,,,
,6403,WEŁNIARSKA,19/20 k ,relikty d.Baszty Studziennej,,,,,,
,6404,WEŁNIARSKA,(17),dom,,,,,,
,6405,WEŁNIARSKA,(14),dom,,,,,,
,6406,WEŁNIARSKA,(15),dom,,,,,,
,6407,WEŁNIARSKA,(16),dom,,,,,,
,6408,WEŁNIARSKA,(18),dom,,,,,,
,6409,WEŁNIARSKA,,mur,,,,,,
,6410,WENUS,71,historyczny układ przestrzenny dawnej zagrody kolonijnej,,,,,,
,6411,WENUS,40,historyczny układ przestrzenny dawnej zagrody kolonijnej,,,,,,
,6412,WENUS,"46, 46 A, 46 B",historyczny układ przestrzenny dawnej zagrody kolonijnej,,,,,,
,6413,WENUS,50 k.,historyczny układ przestrzenny dawnej zagrody kolonijnejkapliczka z drzewostanem,,,,,,
,6414,WENUS,54,dom,,,,,,
,6415,WENUS,65,dom,,,,,,
,6416,WENUS,66,dom,,,,,,
,6417,WENUS,"67, 67 A",dom,,,,,,
,6418,WESOŁA ,2/4,kamienica,,,,,,
,6419,WESOŁA ,6/8,kamienica,,,,,,
,6420,WESOŁA ,10/12,kamienica,,,,,,
,6421,WESOŁA ,14/16,dom,,,,,,
,6422,WESOŁA ,18,kamienica,,,,,,
,6423,WESTERPLATTE,,"Pole Bitewne z obiektami historycznymi: 1. placówka Elektrownia, 2. wartownia nr 3, 3. nowe koszary, 4. placówka Fort, 5. wartownia nr 1, 6. schron i wieża, 7. fundament i wały dużego magazynu am.",1724,,,,,
,6424,WESTERPLATTE,,"Pole Bitewne z obiektami historycznymi: A. relikty muru granicznego, B. relikty bramy kolejowej, C. fundament budynku stacji kol., D. kanał inspekcyjny, E. wartownia nr 4, F. płyta fundamentowa wartowni nr 1, G. dwa magazyny am., H. relikty 5 magazynów am.,I. relikty starych koszar, J. relikty kasyna, K.L. relikty willi, M. magazyn paliw, N. falochron oraz teren",1724,,,,,
,6425,WESTERPLATTE,,szaniec mewi: schron nr 2,,,,,,
,6426,WESTERPLATTE,,szaniec mewi: schron nr 3,,,,,,
,6427,WESTERPLATTE,,szaniec mewi: redita,,,,,,
,6428,WESTERPLATTE,,szaniec mewi: remiza,,,,,,
,6429,WĘGLARSKA,2 (1/4),kamienica ,,,,,,
,6430,WĘGLARSKA,3 (1/4),kamienica ,,,,,,
,6431,WĘGLARSKA,4 (1/4),kamienica ,,,,,,
,6432,WĘGLARSKA,5,kamienica ,,,,,,
,6433,WĘGLARSKA,6/7 ,kamienica ,,,,,,
,6434,WĘGORZOWA,2,dom,,,,,,
,6435,WĘGORZOWA,2,budynek gospodarczy,,,,,,
,6436,WĘGORZOWA,7,dom,,,,,,
,6437,WĘGORZOWA,11,b. gospodaczy,,,,,,
,6438,WIELOPOLE,6A,zespół zabudowań dawnej fabryki,,,,,,
,6439,WIELOPOLE,6A,dom,,,,,,
,6440,WIENIAWSKIEGO Józefa,13/13a/13b,dom/sklep,,,,,,
,6441,WIENIAWSKIEGO Józefa,14/14a/14b,dom,,,,,,
,6442,WIENIAWSKIEGO Józefa,15/15a/15b,dom/fryzjer,,,,,,
,6443,WIENIAWSKIEGO Józefa,16/16a/16b,dom,,,,,,
,6444,WIENIECKA,18,dom,,,,,,
,6445,WIENIECKA,20,dom i drugi budynek,,,,,,
,6446,WIENIECKA,20,trzeci budynek,,,,,,
,6447,WIELKIE MŁYNY / NA PIASKACH,,WIELKI MŁYN,478,,,,,
,6448,WIERZBOWA,1/2,dom,,,,,,
,6449,WIERZBOWA,3,dom,,,,,,
,6450,WIERZBOWA,4,dom,,,,,,
,6451,WIERZBOWA,5,dom,,,,,,
,6452,WIERZBOWA,7,dom,,,,,,
,6453,WIERZBOWA,8,dom,,,,,,
,6454,WIERZBOWA,9,dom,,,,,,
,6455,WIERZBOWA,10,dom,,,,,,
,6456,WIEŻYCKA,40,d. dwór Zakoniczyn,,,,,,
,6457,WILEŃSKA,1/3,dom bliźniaczy,,,,,,
,6458,WILEŃSKA,2/4,budynek mieszkalny,,,,,,
,6459,WILEŃSKA,5/7,budynek mieszkalny,,,,,,
,6460,WILEŃSKA,6/8,budynek mieszkalny,,,,,,
,6461,WILEŃSKA,9/11,budynek mieszkalny,,,,,,
,6462,WILEŃSKA,10/12,dom bliźniaczy,,,,,,
,6463,WILEŃSKA,13/15,dom bliźniaczy,,,,,,
,6464,WILEŃSKA,14,dom,,,,,,
,6465,WILEŃSKA,16/18,dom bliźniaczy,,,,,,
,6466,WILEŃSKA,17/19,budynek mieszkalny,,,,,,
,6467,WILEŃSKA,20/22,dom bliźniaczy,,,,,,
,6468,WILEŃSKA,21/23,dom bliźniaczy,,,,,,
,6469,WILEŃSKA,24/26,dom bliźniaczy,,,,,,
,6470,WILEŃSKA,25/27,dom bliźniaczy,,,,,,
,6471,WILEŃSKA,28/30,dom bliźniaczy,,,,,,
,6472,WILEŃSKA,29/31,dom bliźniaczy,,,,,,
,6473,WILEŃSKA,32/34,dom bliźniaczy,,,,,,
,6474,WILEŃSKA,33/35,dom bliźniaczy,,,,,,
,6475,WILEŃSKA,36/38,dom bliźniaczy,,,,,,
,6476,WILEŃSKA,40/42,dom bliźniaczy,,,,,,
,6477,WILKA-KRZYŻANOWSKIEGO płk. ,1,dom,,,,,,
,6478,WILKA-KRZYŻANOWSKIEGO płk. ,3,dom,,,,,,
,6479,WILKA-KRZYŻANOWSKIEGO płk. ,4-8,"Szkoła Podstawowa nr 66, Liceum nr 9, Gimnazjum nr 1",,,,,,
,6480,WILKA-KRZYŻANOWSKIEGO płk. ,4-8,"(drugi budynek) Szkoła Podstawowa nr 66, Liceum nr 9, Gimnazjum nr ",,,,,,
,6481,WILKA-KRZYŻANOWSKIEGO płk. ,5,dom,,,,,,
,6482,WILKA-KRZYŻANOWSKIEGO płk. ,7,dom,,,,,,
,6483,WILKA-KRZYŻANOWSKIEGO płk. ,9,dom,,,,,,
,6484,WILKA-KRZYŻANOWSKIEGO płk. ,11,dom,,,,,,
,6485,WILKA-KRZYŻANOWSKIEGO płk. ,13,dom,,,,,,
,6486,WILKA-KRZYŻANOWSKIEGO płk. ,15,dom,,,,,,
,6487,WILKA-KRZYŻANOWSKIEGO płk. ,17,dom,,,,,,
,6488,WILKA-KRZYŻANOWSKIEGO płk. ,19,dom,,,,,,
,6489,WILKÓW MORSKICH,5,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6490,WILKÓW MORSKICH,6,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6491,WILKÓW MORSKICH,6 B,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6492,WILKÓW MORSKICH,7,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6493,WILKÓW MORSKICH,8,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6494,WILKÓW MORSKICH,10,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6495,WILKÓW MORSKICH,13,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6496,WILKÓW MORSKICH,14,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6497,WILKÓW MORSKICH,15,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6498,WILKÓW MORSKICH,16,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6499,WILKÓW MORSKICH,16 A,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6500,WILKÓW MORSKICH,16 B,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6501,WILKÓW MORSKICH,16 C,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6502,WILKÓW MORSKICH,17,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6503,WILKÓW MORSKICH,18,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6504,WILKÓW MORSKICH,19,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6505,WILKÓW MORSKICH,20,osiedle domków robotniczych Fundacji dr Abegga ,,,,,,
,6506,WITA STWOSZA,01,dom,,,,,,
,6507,WITA STWOSZA,02,dom,,,,,,
,6508,WITA STWOSZA,02 A,budynek gospodarczy,,,,,,
,6509,WITA STWOSZA,03,dom,,,,,,
,6510,WITA STWOSZA,04,dom,,,,,,
,6511,WITA STWOSZA,05,dom,,,,,,
,6512,WITA STWOSZA,06,dom,,,,,,
,6513,WITA STWOSZA,09,dom z warsztatem,,,,,,
,6514,WITA STWOSZA,10,dom,,,,,,
,6515,WITA STWOSZA,12,dom,,,,,,
,6516,WITA STWOSZA,14,dom z budynkiem gospodarczym,,,,,,
,6517,WITA STWOSZA,15,dom,,,,,,
,6518,WITA STWOSZA,16,dom,,,,,,
,6519,WITA STWOSZA,17,dom,,,,,,
,6520,WITA STWOSZA,18B/ 18C,budynek mieszkalny,,,,,,
,6521,WITA STWOSZA,20,budynek mieszkalny,,,,,,
,6522,WITA STWOSZA,21,dom,,,,,,
,6523,WITA STWOSZA,22,budynek mieszkalny,,,,,,
,6524,WITA STWOSZA,23,szkoła,,,,,,
,6525,WITA STWOSZA,23 A,budynek gospodarczy szkoly,,,,,,
,6526,WITA STWOSZA,24,budynek mieszkalny,,,,,,
,6527,WITA STWOSZA,25/27,dom,,,,,,
,6528,WITA STWOSZA,26,budynek mieszkalny,,,,,,
,6529,WITA STWOSZA,36,budynek mieszkalny,,,,,,
,6530,WITA STWOSZA,38,budynek mieszkalny,,,,,,
,6531,WITA STWOSZA,44-42,budynek mieszkalny,,,,,,
,6532,WITA STWOSZA,73 k.,nasyp linii kolejowej pomiędzy ulcami Wita Stwosza a Aleją Grunwaldzką,,,,,,
,6533,WITA STWOSZA,75,dom,,,,,,
,6534,WITA STWOSZA,100,willa,,,,,,
,6535,WITA STWOSZA,112/118,zespół zajezdni tramwajowej,,,,,,
,6536,WIOSŁOWA,3,dom,,,,,,
,6537,WIOSŁOWA,8,dom,,,,,,
,6538,WIOSŁOWA,9,dom,,,,,,
,6539,WIOSŁOWA,11,dom,,,,,,
,6540,WIOSŁOWA,16,b. gospodaczy,,,,,,
,6541,WIOSŁOWA,17,dom,,,,,,
,6542,WIOSŁOWA,18,dom,,,,,,
,6543,WIOSŁOWA,26,dom,,,,,,
,6544,WIOSŁOWA,29,dom,,,,,,
,6545,WIOSŁOWA,30,dom,,,,,,
,6546,WIOSŁOWA,35,dom,,,,,,
,6547,WIOSŁOWA,37,dom,,,,,,
,6548,WIOSŁOWA,37,budynek gospodarczy,,,,,,
,6549,WIOSŁOWA,39,dom,,,,,,
,6550,WIOSŁOWA,43,dom,,,,,,
,6551,WIOSŁOWA,47,dom,,,,,,
,6552,WIOSŁOWA,49,dom,,,,,,
,6553,WIOSŁOWA,51,dom,,,,,,
,6554,WIOSŁOWA,52 k.,dom,,,,,,
,6555,WIOSŁOWA,55,dom,,,,,,
,6556,WIOSŁOWA,57 A,dom,,,,,,
,6557,WIOSŁOWA,65,dom,,,,,,
,6558,WIOSŁOWA,65 k.,budynek gospodarczy,,,,,,
,6559,WIOSŁOWA,73,dom,,,,,,
,6560,WIOSŁOWA,73 k.,budynek gospodarczy,,,,,,
,6561,WIOSŁOWA,77,dom,,,,,,
,6562,WIOSŁOWA,79,dom,,,,,,
,6563,WIOSNY LUDÓW,2,"d. Schuitensteg 2, działka, budynek przemysłowy ",,,,,,
,6564,WIOSNY LUDÓW,5,kamienica,,,,,,
,6565,WIOSNY LUDÓW,3,kamienica,,,,,,
,6566,WIOSNY LUDÓW,3,oficyna,,,,,,
,6567,WIOSNY LUDÓW,7,kamienica,,,,,,
,6568,WITKIEWICZA stanisława,1,dom,,,,,,
,6569,WITKIEWICZA stanisława,1A,Brama ,,,,,,
,6570,WITKIEWICZA stanisława,3,dom,,,,,,
,6571,WITKIEWICZA Stanisława,4,dom,,,,,,
,6572,WITKIEWICZA Stanisława,5,dom,,,,,,
,6573,WITKIEWICZA Stanisława,6,dom,,,,,,
,6574,WŁADYSŁAWA IV,8,dom,,,,,,
,6575,WŁADYSŁAWA IV,9,dom,,,,,,
,6576,WŁADYSŁAWA IV,9 A,dom,,,,,,
,6577,WŁADYSŁAWA IV,10,dom,,,,,,
,6578,WŁADYSŁAWA IV,11,dom,,,,,,
,6579,WŁADYSŁAWA IV,11,drugi budynek,,,,,,
,6580,WŁADYSŁAWA IV,11 A,dom,,,,,,
,6581,WŁADYSŁAWA IV,11 B,dom,,,,,,
,6582,WŁADYSŁAWA IV,11 C,dom,,,,,,
,6583,WŁADYSŁAWA IV,12,dom,,,,,,
,6584,WŁADYSŁAWA IV,12 A,zajezdnia tramwajowa,,,,,,
,6585,WŁADYSŁAWA IV,12 A,budynek w zespole zajezdni tramw.,,,,,,
,6586,WŁADYSŁAWA IV,12 B,budynek w zespole zajezdni tramw.,,,,,,
,6587,WŁADYSŁAWA IV,12 C/D/E/F/G,budynek w zespole zajezdni tramw.,,,,,,
,6588,WŁADYSŁAWA IV,13,dom,,,,,,
,6589,WŁADYSŁAWA IV,13 A,drugi budynek,,,,,,
,6590,WŁADYSŁAWA IV,13 B,budynek użyteczności publicznej,,,,,,
,6591,WŁADYSŁAWA IV,14,dom,,,,,,
,6592,WŁADYSŁAWA IV,15/15 B,dom,,,,,,
,6593,WŁADYSŁAWA IV,16 A,dom,,,,,,
,6594,WŁADYSŁAWA IV,20,dom,,,,,,
,6595,WŁADYSŁAWA IV,21,dom,,,,,,
,6596,WŁASNA STRZECHA,1,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6597,WŁASNA STRZECHA,1A,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6598,WŁASNA STRZECHA,1B/2,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6599,WŁASNA STRZECHA,3/4,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6600,WŁASNA STRZECHA,5/6,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6601,WŁASNA STRZECHA,7/8,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6602,WŁASNA STRZECHA,9/10,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6603,WŁASNA STRZECHA,11/12,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6604,WŁASNA STRZECHA,13/14,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6605,WŁASNA STRZECHA,15/16,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6606,WŁASNA STRZECHA,17/18,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6607,WŁASNA STRZECHA,18A,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6608,WŁASNA STRZECHA,18B,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6609,WŁASNA STRZECHA,19,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6610,WŁASNA STRZECHA,20,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6611,WŁASNA STRZECHA,21/22,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6612,WŁASNA STRZECHA,23/24,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6613,WŁASNA STRZECHA,25/26,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6614,WŁASNA STRZECHA,27/28,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6615,WŁASNA STRZECHA,29/30,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6616,WŁASNA STRZECHA,31/32,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6617,WŁASNA STRZECHA,33/34,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6618,WŁASNA STRZECHA,35,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6619,WŁASNA STRZECHA,36,Kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,6620,WODOPÓJ,7,dom ,778,,,,,
,6621,WOLNOŚCI,1,dom,,,,,,
,6622,WOLNOŚCI,1 A,budynek gospodarczy,,,,,,
,6623,WOLNOŚCI,2,dom,,,,,,
,6624,WOLNOŚCI,3,dom,,,,,,
,6625,WOLNOŚCI,5,dom,,,,,,
,6626,WOLNOŚCI,5 A,budynek gospodarczy,,,,,,
,6627,WOLNOŚCI,6,dom,,,,,,
,6628,WOLNOŚCI,7,dom,,,,,,
,6629,WOLNOŚCI,7 A,budynek gospodarczy,,,,,,
,6630,WOLNOŚCI,9,dom,,,,,,
,6631,WOLNOŚCI,10,dom,,,,,,
,6632,WOLNOŚCI,11,dom,,,,,,
,6633,WOLNOŚCI,12,dom,,,,,,
,6634,WOLNOŚCI,12 A,budynek gospodarczy,,,,,,
,6635,WOLNOŚCI,13,dom,,,,,,
,6636,WOLNOŚCI,15,dom,,,,,,
,6637,WOLNOŚCI,16,dom,,,,,,
,6638,WOLNOŚCI,17 A/ 17 B,dom,,,,,,
,6639,WOLNOŚCI,18,dom,,,,,,
,6640,WOLNOŚCI,18 A,budynek gospodarczy,,,,,,
,6641,WOLNOŚCI,19,dom,,,,,,
,6642,WOLNOŚCI,19 A,budynek gospodarczy,,,,,,
,6643,WOLNOŚCI,20,dom,,,,,,
,6644,WOLNOŚCI,20 A,budynek gospodarczy,,,,,,
,6645,WOLNOŚCI,22,dom,,,,,,
,6646,WOLNOŚCI,22 A,budynek gospodarczy,,,,,,
,6647,WOLNOŚCI,22 B,budynek gospodarczy,,,,,,
,6648,WOLNOŚCI,23,dom,,,,,,
,6649,WOLNOŚCI,24/24 A,dom,,,,,,
,6650,WOLNOŚCI,25,dom,,,,,,
,6651,WOLNOŚCI,25 A,budynek gospodarczy,,,,,,
,6652,WOLNOŚCI,38,dom,,,,,,
,6653,WOLNOŚCI,39,dom,,,,,,
,6654,WOLNOŚCI,40,dom,,,,,,
,6655,WOLNOŚCI,41,dom,,,,,,
,6656,WOLNOŚCI,42,dom,,,,,,
,6657,WOLNOŚCI,48/49,dom,,,,,,
,6658,WOLNOŚCI,50,dom,,,,,,
,6659,WOLNOŚCI,51,dom,,,,,,
,6660,WOLNOŚCI,52,dom,,,,,,
,6661,WOLNOŚCI,53/54/55,domy w zespole,,,,,,
,6662,WOLNOŚCI,56/57/58,domy w zespole,,,,,,
,6663,WOLNOŚCI,59,dom,,,,,,
,6664,WOLNOŚCI,60,dom,,,,,,
,6665,WOLNOŚCI,61,dom,,,,,,
,6666,WOLNOŚCI,62,dom,,,,,,
,6667,WOLNOŚCI,63,dom,,,,,,
,6668,WOLNOŚCI,64,dom,,,,,,
,6669,WOLNOŚCI,65,dom,,,,,,
,6670,WOLNOŚCI,66,dom,,,,,,
,6671,WOLNOŚCI,67,dom,,,,,,
,6672,WORCELLA Stanisława,01,dom,,,,,,
,6673,WORCELLA Stanisława,02,dom,,,,,,
,6674,WORCELLA Stanisława,03,dom,,,,,,
,6675,WORCELLA Stanisława,04,dom,,,,,,
,6676,WORCELLA Stanisława,05,dom,,,,,,
,6677,WORCELLA Stanisława,06,dom,,,,,,
,6678,WORCELLA Stanisława,07,dom,,,,,,
,6679,WORCELLA Stanisława,08,dom,,,,,,
,6680,WORCELLA Stanisława,09,dom,,,,,,
,6681,WORCELLA Stanisława,10,dom,,,,,,
,6682,WORCELLA Stanisława,11,dom,,,,,,
,6683,WORCELLA Stanisława,12,dom,,,,,,
,6684,WORCELLA Stanisława,13,dom,,,,,,
,6685,WORCELLA Stanisława,15,dom,,,,,,
,6686,WORCELLA Stanisława,16,dom,,,,,,
,6687,WORCELLA Stanisława,17,dom,,,,,,
,6688,WORCELLA Stanisława,18,dom,,,,,,
,6689,WORCELLA Stanisława,19,dom,,,,,,
,6690,WORCELLA Stanisława,20,dom,,,,,,
,6691,WORCELLA Stanisława,21,dom,,,,,,
,6692,WORCELLA Stanisława,22,dom,,,,,,
,6693,WORCELLA Stanisława,23,dom,,,,,,
,6694,WORCELLA Stanisława,24,dom,,,,,,
,6695,WORCELLA Stanisława,25,dom,,,,,,
,6696,WORCELLA Stanisława,26,dom,,,,,,
,6697,WORCELLA Stanisława,28,dom,,,,,,
,6698,WORCELLA Stanisława,30,dom,,,,,,
,6699,WORCELLA Stanisława,32,dom,,,,,,
,6700,WORCELLA Stanisława,34,dom,,,,,,
,6701,WORCELLA Stanisława,36,dom,,,,,,
,6702,WORCELLA Stanisława,38,dom,,,,,,
,6703,WORCELLA Stanisława,40,dom,,,,,,
,6704,WORCELLA Stanisława,42,dom,,,,,,
,6705,WROCŁAWSKA,1/3/5/7/9/11,budynki mieszkalne,,,,,,
,6706,WROCŁAWSKA,02/12 A/02/12 B/02/12 C,budynki mieszkalne,,,,,,
,6707,WROCŁAWSKA,13/15/17/19/21/23,budynki mieszkalne,,,,,,
,6708,WROCŁAWSKA,14/16/18/20/22/24,budynki mieszkalne,,,,,,
,6709,WROCŁAWSKA,26/28/30/32/34,budynki mieszkalne,,,,,,
,6710,WRONIA,3,dom,,,,,,
,6711,WRONIA,5,dom,,,,,,
,6712,WRONIA,6,dom,,,,,,
,6713,WRONIA,7,dom,,,,,,
,6714,WRONIA,8,dom,,,,,,
,6715,WRONIA,10,dom,,,,,,
,6716,WRONIA,11,dom,,,,,,
,6717,WRONIA,13,dom,,,,,,
,6718,WRONIA,14,dom,,,,,,
,6719,WRONIA,16,dom,,,,,,
,6720,WRONKI bpa Andrzeja,1,dom,,,,,,
,6721,WRONKI bpa Andrzeja,16,dom,,,,,,
,6722,WRONKI bpa Andrzeja,18,dom,,,,,,
,6723,WRONKI bpa Andrzeja,20,dom,,,,,,
,6724,WRONKI bpa Andrzeja,22,dom,,,,,,
,6725,WRÓBLA,11,dom,,,,,,
,6726,WRÓBLA,13/14,dom,,,,,,
,6727,WRÓBLA,15,dom,,,,,,
,6728,WRÓBLA,18/19,dom,,,,,,
,6729,WRÓBLA,20,dom,,,,,,
,6730,WRÓBLA,21/22,dom,,,,,,
,6731,WRÓBLA,24,dom,,,,,,
,6732,WRÓBLEWSKIEGO Zygmunta,1,dom,,,,,,
,6733,WRÓBLEWSKIEGO Zygmunta,2,dom,,,,,,
,6734,WRÓBLEWSKIEGO Zygmunta,3/4,dom,,,,,,
,6735,WRÓBLEWSKIEGO Zygmunta,5/6,dom,,,,,,
,6736,WRÓBLEWSKIEGO Zygmunta,7/8,dom,,,,,,
,6737,WRÓBLEWSKIEGO Zygmunta,9/10,dom,,,,,,
,6738,WRÓBLEWSKIEGO Zygmunta,11/12,dom,,,,,,
,6739,WRÓBLEWSKIEGO Zygmunta,13/14,dom,,,,,,
,6740,WRÓBLEWSKIEGO Zygmunta,15/16,dom,,,,,,
,6741,WRÓBLEWSKIEGO Zygmunta,18,dom,,,,,,
,6742,WRÓBLEWSKIEGO Zygmunta,19,dom,,,,,,
,6743,WRÓBLEWSKIEGO Zygmunta,20/21,dom,,,,,,
,6744,WRÓBLEWSKIEGO Zygmunta,22/23,dom,,,,,,
,6745,WRÓBLEWSKIEGO Zygmunta,24,dom,,,,,,
,6746,WRÓBLEWSKIEGO Zygmunta,25,dom,,,,,,
,6747,WRÓBLEWSKIEGO Zygmunta,26/27,dom,,,,,,
,6748,WRÓBLEWSKIEGO Zygmunta,28/29,dom,,,,,,
,6749,WRÓBLEWSKIEGO Zygmunta,30/31,dom,,,,,,
,6750,WRÓBLEWSKIEGO Zygmunta,32/33,dom,,,,,,
,6751,WRÓBLEWSKIEGO Zygmunta,34,dom,,,,,,
,6752,WRÓBLEWSKIEGO Zygmunta,35,dom,,,,,,
,6753,WRZESZCZAŃSKA,3,domy w zerspole,,,,,,
,6754,WRZESZCZAŃSKA,4,domy w zerspole,,,,,,
,6755,WRZESZCZAŃSKA,17,domy w zerspole,,,,,,
,6756,WRZESZCZAŃSKA,19,domy w zerspole,,,,,,
,6757,WRZESZCZAŃSKA,21,domy w zerspole,,,,,,
,6758,WRZOSY,6,dom,,,,,,
,6759,WSPORNIKOWA,12,budynek mieszkalny,,,,,,
,6760,WSPORNIKOWA,13,budynek mieszkalny,,,,,,
,6761,WYCZÓŁKOWSKIEGO Leona,1,dom,,,,,,
,6762,WYCZÓŁKOWSKIEGO Leona,5,dom,,,,,,
,6763,WYCZÓŁKOWSKIEGO Leona,5A,budynek gospodarczy,,,,,,
,6764,WYCZÓŁKOWSKIEGO Leona,9,dom,,,,,,
,6765,WYCZÓŁKOWSKIEGO Leona,11,dom,,,,,,
,6766,WYCZÓŁKOWSKIEGO Leona,14,dom,,,,,,
,6767,WYCZÓŁKOWSKIEGO Leona,14 A,budynek gospodarczy,,,,,,
,6768,WYCZÓŁKOWSKIEGO Leona,20,dom,,,,,,
,6769,WYCZÓŁKOWSKIEGO Leona,21A,dom,,,,,,
,6770,WYCZÓŁKOWSKIEGO Leona,22,dom,,,,,,
,6771,WYCZÓŁKOWSKIEGO Leona,23,dom,,,,,,
,6772,WYCZÓŁKOWSKIEGO Leona,24,dom,,,,,,
,6773,WYCZÓŁKOWSKIEGO Leona,26/28,dom,,,,,,
,6774,WYCZÓŁKOWSKIEGO Leona,29,dom,,,,,,
,6775,WYCZÓŁKOWSKIEGO Leona,34,dom,,,,,,
,6776,WYCZÓŁKOWSKIEGO Leona,37/39,dom,,,,,,
,6777,WYCZÓŁKOWSKIEGO Leona,41/43/45/47,dom,,,,,,
,6778,WYCZÓŁKOWSKIEGO Leona,49/51/53/55,dom,,,,,,
,6779,WYCZÓŁKOWSKIEGO Leona,57,dom,,,,,,
,6780,WYCZÓŁKOWSKIEGO Leona,59,dom,,,,,,
,6781,WYCZÓŁKOWSKIEGO Leona,61,dom,,,,,,
,6782,WYCZÓŁKOWSKIEGO Leona,65,dom,,,,,,
,6783,WYCZÓŁKOWSKIEGO Leona,67,dom,,,,,,
,6784,WYCZÓŁKOWSKIEGO Leona,69,dom,,,,,,
,6785,WYCZÓŁKOWSKIEGO Leona,73,dom,,,,,,
