,x,lp,Nr,Ulica,Obiekt,NrZabytków,Dlugosc,Szerokosc,,,
,1,"Grodzisko/ 3 MAJA, Dąbrowskiego",14,"Umocnienia Grodziska wraz z elementami strukturalnymi (majdan fortu Grodzisko, Bastion Jerozolimski, Wysokie Czolo Kurkowe, Wysokie Skrzydło Kurkowe,. Niskie Czolo Kurkowe, Luneta Senarmomt""a, Zbrojownia",474,,,,, 
,5957,TKACKA,11/13 (11),d. nr 11; ob. Izba Skarbowa;,,,,,,
,5958,TKACKA,11/13 (12),d. nr 12;  ob. Izba Skarbowa;,,,,,,
,5959,TKACKA,11/13 (13),kamienica,,,,,,
,5960,TKACKA,14/15 (14),kamienica,,,,,,
,5961,TKACKA,14/15 (15),kamienica,,,,,,
,5962,TKACKA,17/18 ,kamienica,,,,,,
,5963,TKACKA,19/20 (19),kamienica,,,,,,
,5964,TKACKA,20 (19/20),kamienica,617,,,,,
,5965,TKACKA,21/22 (21),kamienica,,,,,,
,5966,TKACKA,21/22 (22),kamienica,,,,,,
,5967,TKACKA,23/24 (23),kamienica,,,,,,
,5968,TKACKA,23/24 (24),kamienica,,,,,,
,5969,TKACKA,25/26 ,kamienica,,,,,,
,5970,TKACKA,27/28 (27),kamienica,,,,,,
,5971,TKACKA,27/28 róg,kamienica,,,,,,
,5972,TOBIASZA,3 AB,kamienica,,,,,,
,5973,TOBIASZA,6/7/8,kamienica,,,,,,
,5974,TOBIASZA,"8A (20,21,22)",kamienica,,,,,,
,5975,TOBIASZA,8B (23),kamienica,,,,,,
,5976,TOBIASZA,8B (24),kamienica,,,,,,
,5977,TOKARSKA ,"21/25 (16,17)","d. nr 16, 17  ",,,,,,
,5978,TOKARSKA ,"21/25 (14,15)","d. nr 14, 15;  ",,,,,,
,5979,TOKARSKA ,"21/25 (12,13)","d. nr 12, 13; ",,,,,,
,5980,TOKARSKA ,21/25 róg,"d. ul. Świętojańska 69, 70, 71   ",,,,,,
,5981,"Tokarska 6, Długie Pobrzeże",(20),d. nr 25; proj. Hotel Hanza,,,,,,
,5982,"Tokarska 6, Długie Pobrzeże",(23),d. nr 21; Hotel Hanza,,,,,,
,5983,"Tokarska 6, Długie Pobrzeże",(21),d. nr 24; proj.: Hotel Hanza,,,,,,
,5984,"Tokarska 6, Długie Pobrzeże",(25),d. nr 22; proj.:Hotel Hanza,,,,,,
,5985,"Tokarska 6, Długie Pobrzeże",(24),d. nr.20; proj.: Hotel Hanza,,,,,,
,5986,"Tokarska 6, Długie Pobrzeże",(22),d. nr 23; proj.: SHotel Hanza,,,,,,
,5987,"Tokarska 6, Długie Pobrzeże",,d. ul. Świętojańska 42; Hotel Hanza,,,,,,
,5988,"Tokarska 6, Długie Pobrzeże róg",,d. ul. Świętojańska 41; Hotel Hanza,,,,,,
,5989,TOPOLOWA ,1,dom,,,,,,
,5990,TOPOLOWA ,2,dom,,,,,,
,5991,TOPOLOWA ,7,"szkoła, II LO, sala gimnastyczna",,,,,,
,5992,TOPOLOWA ,8/9,dom,,,,,,
,5993,TOPOLOWA ,10,budynek mieszkalny,,,,,,
,5994,TOPOLOWA ,11/12,dom,,,,,,
,5995,TORUŃSKA,1 k,Muzeum Narodowe,133,54.346739,18.647298,,,
,5996,TORUŃSKA,7,dom,,,,,,
,5997,TORUŃSKA,14,magazyn PKP,,,,,,
,5998,TORUŃSKA,23,dom,,,,,,
,5999,TORUŃSKA,24 A,dom,,,,,,
,6000,TORUŃSKA,24,dom,,,,,,
,6001,TORUŃSKA,25,dom,,,,,,
,6002,TORUŃSKA,26,dom,,,,,,
,6003,TORUŃSKA,27,dom,,,,,,
,6004,TORUŃSKA,28,dom,,,,,,
,6005,TORUŃSKA,30,dom,,,,,,
,6006,TORUŃSKA,32,dom,,,,,,
,6007,TOWAROWA,1 A,dom,,,,,,
,6008,TRAKT ŚW. WOJCIECHA,57,dom właściciela Drukarni Gdańskiej,1653,,,,,
,6009,TRAKT ŚW. WOJCIECHA,42,dom,,,,,,
,6010,TRAKT ŚW. WOJCIECHA,44,dom,,,,,,
,6011,TRAKT ŚW. WOJCIECHA,46,dom,,,,,,
,6012,TRAKT ŚW. WOJCIECHA,52,dom,,,,,,
,6013,TRAKT ŚW. WOJCIECHA,57,dom,,,,,,
,6014,TRAKT ŚW. WOJCIECHA,58,dom,,,,,,
,6015,TRAKT ŚW. WOJCIECHA,59,budynek mieszkalny,,,,,,
,6016,TRAKT ŚW. WOJCIECHA,62,dom,,,,,,
,6017,TRAKT ŚW. WOJCIECHA,64,dom,,,,,,
,6018,TRAKT ŚW. WOJCIECHA,65 A,budynek mieszkalny,,,,,,
,6019,TRAKT ŚW. WOJCIECHA,66,dom,,,,,,
,6020,TRAKT ŚW. WOJCIECHA,70,dom,,,,,,
,6021,TRAKT ŚW. WOJCIECHA,72,dom,,,,,,
,6022,TRAKT ŚW. WOJCIECHA,78,dom,,,,,,
,6023,TRAKT ŚW. WOJCIECHA,80,dom,,,,,,
,6024,TRAKT ŚW. WOJCIECHA,82,dom,,,,,,
,6025,TRAKT ŚW. WOJCIECHA,89,dom,,,,,,
,6026,TRAKT ŚW. WOJCIECHA,93,dom,,,,,,
,6027,TRAKT ŚW. WOJCIECHA,95,dom,,,,,,
,6028,TRAKT ŚW. WOJCIECHA,97,dom,,,,,,
,6029,TRAKT ŚW. WOJCIECHA,99,dom,,,,,,
,6030,TRAKT ŚW. WOJCIECHA,101,dom,,,,,,
,6031,TRAKT ŚW. WOJCIECHA,103 A,dom,,,,,,
,6032,TRAKT ŚW. WOJCIECHA,105/107,dom,,,,,,
,6033,TRAKT ŚW. WOJCIECHA,109,dom,,,,,,
,6034,TRAKT ŚW. WOJCIECHA,111,dom,,,,,,
,6035,TRAKT ŚW. WOJCIECHA,113,dom,,,,,,
,6036,TRAKT ŚW. WOJCIECHA,173,budynek mieszkalny,,,,,,
,6037,TRAKT ŚW. WOJCIECHA,211,dom,,,,,,
,6038,TRAKT ŚW. WOJCIECHA,264,dom,,,,,,
,6039,TRAKT ŚW. WOJCIECHA,264,"dom, drugi budynek",,,,,,
,6040,TRAKT ŚW. WOJCIECHA,266,dom,,,,,,
,6041,TRAKT ŚW. WOJCIECHA,268/270 ,"zespół folwarku:dom, dwa budynki gospodarcze , stodoła",1050,,,,,
,6042,TRAKT ŚW. WOJCIECHA,270,dom,,,,,,
,6043,TRAKT ŚW. WOJCIECHA,274,dom,,,,,,
,6044,TRAKT ŚW. WOJCIECHA,292,dom,,,,,,
,6045,TRAKT ŚW. WOJCIECHA,293,"Zespół Dworu Ferberów (dwór, park) , ob.. Pomorski Ośrodek Doradztwa Rolniczego",1050,,,,,
,6046,TRAKT ŚW. WOJCIECHA,297,Lwi Dwór,134,,,,,
,6047,TRAKT ŚW. WOJCIECHA,320,"zespół zajazdu ""Pod 3 świńskimi głowami""z parkiem, ob. przedszkole nr 24",1050,,,,,
,6048,TRAKT ŚW. WOJCIECHA,375,dom,,,,,,
,6049,TRAKT ŚW. WOJCIECHA,377,dom,,,,,,
,6050,TRAKT ŚW. WOJCIECHA,394,dom,,,,,,
,6051,TRAKT ŚW. WOJCIECHA,396,dom,,,,,,
,6052,TRAKT ŚW. WOJCIECHA,396 A,dom,,,,,,
,6053,TRAKT ŚW. WOJCIECHA,396 A,budynek gospodarczy,,,,,,
,6054,TRAKT ŚW. WOJCIECHA,396 A,budynek gospodarczy,,,,,,
,6055,TRAKT ŚW. WOJCIECHA,413,dom,,,,,,
,6056,TRAKT ŚW. WOJCIECHA,423,dom,,,,,,
,6057,TRAKT ŚW. WOJCIECHA,431,dom,,,,,,
,6058,TRAKT ŚW. WOJCIECHA,433,dom,,,,,,
,6059,TRAKT ŚW. WOJCIECHA,434,"dom, poczta",,,,,,
,6060,TRAKT ŚW. WOJCIECHA,437,dom,1078,,,,,
,6061,TRAKT ŚW. WOJCIECHA,440,kościół św. Wojciecha,690,,,,,
,6062,TRAKT ŚW. WOJCIECHA,440,plebania,690,,,,,
,6063,TRAKT ŚW. WOJCIECHA,440,kapliczka na górze,690,,,,,
,6064,TRAKT ŚW. WOJCIECHA,446,dom,,,,,,
,6065,TRAKT ŚW. WOJCIECHA,448,dom,,,,,,
,6066,TRAKT ŚW. WOJCIECHA,453,dom,,,,,,
,6067,TRAKT ŚW. WOJCIECHA,453,dom,,,,,,
,6068,TRAKT ŚW. WOJCIECHA,479,dom,,,,,,
,6069,TRAKT ŚW. WOJCIECHA,481,dom,,,,,,
,6070,TRAKT ŚW. WOJCIECHA,483,dom,,,,,,
,6071,TRAŁOWA,4,dom,,,,,,
,6072,TRAŁOWA,5,dom,,,,,,
,6073,TRAŁOWA,7,dom,,,,,,
,6074,TRAŁOWA,11,dom,,,,,,
,6075,TRAŁOWA,11,budynek gospodarczy,,,,,,
,6076,TRAUGUTTA Romualda ,1,dom,,,,,,
,6077,TRAUGUTTA Romualda ,3,dom,,,,,,
,6078,TRAUGUTTA Romualda ,4,dom,,,,,,
,6079,TRAUGUTTA Romualda ,5,dom,,,,,,
,6080,TRAUGUTTA Romualda ,6,dom,,,,,,
,6081,TRAUGUTTA Romualda ,7,dom,,,,,,
,6082,TRAUGUTTA Romualda ,9,dom,,,,,,
,6083,TRAUGUTTA Romualda ,8/10,dom,,,,,,
,6084,TRAUGUTTA Romualda ,12,dom,,,,,,
,6085,TRAUGUTTA Romualda ,13,dom,,,,,,
,6086,TRAUGUTTA Romualda ,14,dom,,,,,,
,6087,TRAUGUTTA Romualda ,15,dom,,,,,,
,6088,TRAUGUTTA Romualda ,17,dom,,,,,,
,6089,TRAUGUTTA Romualda ,19,dom,,,,,,
,6090,TRAUGUTTA Romualda ,21,dom,,,,,,
,6091,TRAUGUTTA Romualda ,23,dom,,,,,,
,6092,TRAUGUTTA Romualda ,25,dom,,,,,,
,6093,TRAUGUTTA Romualda ,27,dom,,,,,,
,6094,TRAUGUTTA Romualda ,45,"zespół Domu Pogrzebowego (kaplica, krematorium, kostnica, budynek gospodarczy, budynek mieszkalny, toalety)",1580,,,,,
,6095,TRAUGUTTA Romualda ,49,dom,,,,,,
,6096,TRAUGUTTA Romualda ,66,dom,,,,,,
,6097,TRAUGUTTA Romualda ,72,dom,,,,,,
,6098,TRAUGUTTA Romualda ,78,dom,,,,,,
,6099,TRAUGUTTA Romualda ,80,dom,,,,,,
,6100,TRAUGUTTA Romualda ,80,dom,,,,,,
,6101,TRAUGUTTA Romualda ,81,dom,,,,,,
,6102,TRAUGUTTA Romualda ,81,budynek gospodarczy,,,,,,
,6103,TRAUGUTTA Romualda ,86,dom,,,,,,
,6104,TRAUGUTTA Romualda ,90,dom,,,,,,
,6105,TRAUGUTTA Romualda ,91,dom,,,,,,
,6106,TRAUGUTTA Romualda ,93,dom,,,,,,
,6107,TRAUGUTTA Romualda ,94,"zespół dworsko-parkowy Studzienka (Dwór św. Zdrój): dwór, stajnia, budynek gosp., ogród z grotą, ławka i kolumną",769,,,,,
,6108,TRAUGUTTA Romualda ,95,dom,,,,,,
,6109,TRAUGUTTA Romualda ,100,dom,,,,,,
,6110,TRAUGUTTA Romualda ,107,dom,,,,,,
,6111,TRAUGUTTA Romualda ,109,budynek przemysłowy,,,,,,
,6112,TRAUGUTTA Romualda ,109,bud. biurowy.,,,,,,
,6113,TRAUGUTTA Romualda ,111,hotel ,,,,,,
,6114,TRAUGUTTA Romualda ,111,drugi budynek,,,,,,
,6115,TRAUGUTTA Romualda ,119,dom,,,,,,
,6116,TRAWKI ,1-7,dom w zespole,,,,,,
,6117,TRAWKI ,2-8,dom w zespole,,,,,,
,6118,TRUBADURÓW,11,dom,,,,,,
,6119,TRUBADURÓW,21,dom,,,,,,
,6120,TRUBADURÓW,23,dom,,,,,,
,6121,TURYSTYCZNA,03,dom,,,,,,
,6122,TURYSTYCZNA,05,"dom, usługi",,,,,,
,6123,TURYSTYCZNA,07,"dom, ",,,,,,
,6124,TURYSTYCZNA,12,dom,,,,,,
,6125,TURYSTYCZNA,15,dom,,,,,,
,6126,TURYSTYCZNA,16,dom ,,,,,,
,6127,TURYSTYCZNA,17,dom,,,,,,
,6128,TURYSTYCZNA,18,piekarnia,,,,,,
,6129,TURYSTYCZNA,20,dom ,,,,,,
,6130,TURYSTYCZNA,22,dom ,,,,,,
,6131,TURYSTYCZNA,24,dom,,,,,,
,6132,TURYSTYCZNA,26,dom  ,,,,,,
,6133,TURYSTYCZNA,30,dom,,,,,,
,6134,TURYSTYCZNA,32,dom mieszkalno-gospodarczy,,,,,,
,6135,TURYSTYCZNA,92,dom mieszkalno-gospodarczy,,,,,,
,6136,TURYSTYCZNA,140,dom,,,,,,
,6137,TURYSTYCZNA,160,dom,1908,,,,,
,6138,TUWIMA Juliana,01,dom,,,,,,
,6139,TUWIMA Juliana,02/4,dom,,,,,,
,6140,TUWIMA Juliana,03,dom,,,,,,
,6141,TUWIMA Juliana,05,dom,,,,,,
,6142,TUWIMA Juliana,06,dom,,,,,,
,6143,TUWIMA Juliana,08,dom,,,,,,
,6144,TUWIMA Juliana,10,dom,,,,,,
,6145,TUWIMA Juliana,14,dom,,,,,,
,6146,TUWIMA Juliana,19,dom,,,,,,
,6147,TUWIMA Juliana,21,dom,,,,,,
,6148,TUWIMA Juliana,23,dom,,,,,,
,6149,TUWIMA Juliana,24,dom,,,,,,
,6150,TUWIMA Juliana,25,dom,,,,,,
,6151,TUWIMA Juliana,26,dom,,,,,,
,6152,TUWIMA Juliana,27,dom,,,,,,
,6153,TUWIMA Juliana,28,dom,,,,,,
,6154,TUWIMA Juliana,29,dom,,,,,,
,6155,TUWIMA Juliana,32,dom,,,,,,
,6156,TUWIMA Juliana,39,dom,,,,,,
,6157,U FURTY ,3,"Zespół szpitala św. Ducha ( prezbiterium, fasada kościoła szpitalnego)",464,,,,,
,6158,UBOCZE,4,dom,,,,,,
,6159,UBOCZE,5,dom,,,,,,
,6160,UBOCZE,5,dom,,,,,,
,6161,UBOCZE,6,dom,,,,,,
,6162,UBOCZE,22,dom,,,,,,
,6163,UCZNIOWSKA,,wieża ciśnień koło wiaduktu,,,,,,
,6164,UCZNIOWSKA,7,dom,,,,,,
,6165,UCZNIOWSKA,9,dom,,,,,,
,6166,UCZNIOWSKA,11,dom,,,,,,
,6167,UCZNIOWSKA,15,dom,,,,,,
,6168,UCZNIOWSKA,17,dom,,,,,,
,6169,UCZNIOWSKA,19/19A,dom,,,,,,
,6170,UCZNIOWSKA,21,dom,,,,,,
,6171,UCZNIOWSKA,22,szkoła,,,,,,
,6172,UCZNIOWSKA,23 A/23 B,dom w zespole,,,,,,
,6173,UCZNIOWSKA,23 E/23 F,dom w zespole,,,,,,
,6174,UCZNIOWSKA,25 A/25 B,dom w zespole,,,,,,
,6175,UCZNIOWSKA,27,dom,,,,,,
,6176,UŁAŃSKA,11,dom,,,,,,
,6177,UŁAŃSKA,13,dom,,,,,,
,6178,UŁAŃSKA,15,dom,,,,,,
,6179,Umocnienia Biskupiej Górki,,Reduta Biskupiej Górki,,,,,,
,6180,Umocnienia Biskupiej Górki,,Bastion Zbawiciela,,,,,,
,6181,Umocnienia Biskupiej Górki,,Bastion Pośredni,,,,,,
,6182,Umocnienia Biskupiej Górki,,Bastion Ostroróg,,,,,,
,6183,Umocnienia Biskupiej Górki,,Bastion Vigillance,,,,,,
,6184,Umocnienia Biskupiej Górki,,Luneta Caferellego,,,,,,
,6185,Umocnienia Biskupiej Górki,,Luneta Delzous,,,,,,
,6186,Umocnienia Biskupiej Górki,,Ravelin Ostroróg Pośredni,,,,,,
,6187,UPHAGENA Jana,2,dom,,,,,,
,6188,UPHAGENA Jana,3,dom,,,,,,
,6189,UPHAGENA Jana,4,dom,,,,,,
,6190,UPHAGENA Jana,5,dom,,,,,,
,6191,UPHAGENA Jana,6,dom,,,,,,
,6192,UPHAGENA Jana,7,dom,,,,,,
,6193,UPHAGENA Jana,8,dom,,,,,,
,6194,UPHAGENA Jana,9,dom,,,,,,
,6195,UPHAGENA Jana,10,dom,,,,,,
,6196,UPHAGENA Jana,11,dom,,,,,,
,6197,UPHAGENA Jana,12,dom,,,,,,
,6198,UPHAGENA Jana,13,dom,,,,,,
,6199,UPHAGENA Jana,14,dom,,,,,,
,6200,UPHAGENA Jana,15,dom,,,,,,
,6201,UPHAGENA Jana,16,dom,,,,,,
,6202,UPHAGENA Jana,17,dom,,,,,,
,6203,UPHAGENA Jana,18,dom,,,,,,
,6204,UPHAGENA Jana,19,dom,,,,,,
,6205,UPHAGENA Jana,20,dom,,,,,,
,6206,UPHAGENA Jana,21,dom,,,,,,
,6207,UPHAGENA Jana,22,dom,,,,,,
,6208,UPHAGENA Jana,23,willa R. Patschkego,988,,,,,
,6209,UPHAGENA Jana,25,dom,,,,,,
,6210,UPHAGENA Jana,26/28,dom,,,,,,
,6211,UPHAGENA Jana,30,dom,,,,,,
,6212,UPHAGENA Jana,31,dom,,,,,,
,6213,UPHAGENA Jana,32,dom,,,,,,
,6214,UROCZA,1,dom w zespole,,,,,,
,6215,UROCZA,2,dom w zespole,,,,,,
,6216,UROCZA,3,dom w zespole,,,,,,
,6217,UROCZA,4,dom w zespole,,,,,,
,6218,UROCZA,5,dom w zespole,,,,,,
,6219,URWISTA,1,dom,,,,,,
,6220,URWISTA,2,dom,,,,,,
,6221,URWISTA,7,dom,,,,,,
,6222,URWISTA,9,dom,,,,,,
,6223,URWISTA,17,dom w zagrodzie,280,,,,,
,6224,URWISTA,25,dom,,,,,,
,6225,URWISTA,29,dom,,,,,,
,6226,URWISTA,37,dom,,,,,,
,6227,UZDROWISKOWA,1,dom,,,,,,
,6228,UZDROWISKOWA,2,dom,,,,,,
,6229,UZDROWISKOWA,5,dom,,,,,,
,6230,UZDROWISKOWA,5 A,dom,,,,,,
,6231,UZDROWISKOWA,7,dom,,,,,,
,6232,UZDROWISKOWA,8,dom,,,,,,
,6233,UZDROWISKOWA,9,dom,,,,,,
,6234,UZDROWISKOWA,11,dom,,,,,,
,6235,UZDROWISKOWA,12,dom,,,,,,
,6236,UZDROWISKOWA,15,dom,,,,,,
,6237,UZDROWISKOWA,21,dom,,,,,,
,6238,UZDROWISKOWA,23,dom,,,,,,
,6239,UZDROWISKOWA,25,dom,,,,,,
,6240,VII Dwór ,1,dom,,,,,,
,6241,VII Dwór ,4A,dom,,,,,,
,6242,VII Dwór ,5/5A,dom,,,,,,
,6243,VII Dwór ,6/6A,dom,,,,,,
,6244,WAGNERA,18/20,dom,,,,,,
,6245,WAGNERA,46/48,dom,,,,,,
,6246,WAJDELOTY,1,kamienica,,,,,,
,6247,WAJDELOTY,2,kamienica,,,,,,
,6248,WAJDELOTY,3,kamienica,,,,,,
,6249,WAJDELOTY,4,kamienica,,,,,,
,6250,WAJDELOTY,5,kamienica,,,,,,
,6251,WAJDELOTY,6,kamienica,,,,,,
,6252,WAJDELOTY,7,kamienica,,,,,,
,6253,WAJDELOTY,8,kamienica,,,,,,
,6254,WAJDELOTY,9,kamienica,,,,,,
,6255,WAJDELOTY,10,kamienica,,,,,,
,6256,WAJDELOTY,11,kamienica,,,,,,
,6257,WAJDELOTY,12/13,"zespół dworsko-parkowy ""Kuźniczki"" ( dwór,pawilon parkowy, park)",1109,,,,,
,6258,WAJDELOTY,14,kamienica,,,,,,
,6259,WAJDELOTY,15B,kamienica,,,,,,
,6260,WAJDELOTY,16,kamienica,,,,,,
,6261,WAJDELOTY,17,kamienica,,,,,,
,6262,WAJDELOTY,18,kamienica,,,,,,
,6263,WAJDELOTY,19,kamienica,,,,,,
,6264,WAJDELOTY,20,kamienica,,,,,,
,6265,WAJDELOTY,21,kamienica,,,,,,
,6266,WAJDELOTY,22,kamienica,,,,,,
,6267,WAJDELOTY,23,kamienica,,,,,,
,6268,WAJDELOTY,24,kamienica,,,,,,
,6269,WAJDELOTY,25,kamienica,,,,,,
,6270,WAJDELOTY,26,kamienica,,,,,,
,6271,WAJDELOTY,27,kamienica,,,,,,
,6272,WAJDELOTY,28,kamienica,,,,,,
,6273,WAJDELOTY,29,kamienica,,,,,,
,6274,WALLENRODA Konrada,1,dom,,,,,,
,6275,WALLENRODA Konrada,2,dom,,,,,,
,6276,WALLENRODA Konrada,3,dom,,,,,,
,6277,WALLENRODA Konrada,4,dom,,,,,,
,6278,WALLENRODA Konrada,5,dom,,,,,,
,6279,WALLENRODA Konrada,6,dom,,,,,,
,6280,WALLENRODA Konrada,7,dom,,,,,,
,6281,WALLENRODA Konrada,8,dom,,,,,,
,6282,WALLENRODA Konrada,9,dom,,,,,,
,6283,WALLENRODA Konrada,10,dom,,,,,,
,6284,WALLENRODA Konrada,11,dom,,,,,,
,6285,WALLENRODA Konrada,11 A,dom,,,,,,
,6286,WALLENRODA Konrada,12,dom,,,,,,
,6287,WALLENRODA Konrada,12 A,dom,,,,,,
,6288,WALLENRODA Konrada,13,dom,,,,,,
,6289,WALLENRODA Konrada,14,dom,,,,,,
,6290,WALLENRODA Konrada,15,dom,,,,,,
,6291,WALLENRODA Konrada,16,dom,,,,,,
,6292,WALLENRODA Konrada,17,dom,,,,,,
,6293,WALLENRODA Konrada,18-24,dom,,,,,,
,6294,WALLENRODA Konrada,25-31,dom,,,,,,
,6295,WAŁOWA,15,Biblioteka Gdańska PAN,1577,,,,,
,6296,WAŁOWA,16,dom,,,,,,
,6297,WAŁOWA,17,"zespól d. budynków wojskowych (Bekleidungsamt), ogrodzenie ",,,,,,
,6298,WAŁOWA,19,"zespól d. budynków wojskowych (Bekleidungsamt), ogrodzenie ",,,,,,
,6299,WAŁOWA,21,"zespól d. budynków wojskowych (Bekleidungsamt), ogrodzenie ",,,,,,
,6300,WAŁOWA,23,"zespól d. budynków wojskowych (Bekleidungsamt), następnie Dom Polski, ob.. Schronisko Młodzieżowe ",,,,,,
,6301,WAŁOWA,26,"zespól d. budynków wojskowych (Bekleidungsamt), ogrodzenie ",,,,,,
,6302,WAŁOWA,27,kamienica,,,,,,
,6303,WAŁOWA,28,"Budynek dawnej kasy chorych, ob.. Przychodnia",,,,,,
,6304,WAŁOWA,46-50,budynek d. szpitala św. Jakuba,,,,,,
,6305,WAŁOWA,46-50,"d. koszary artyleryjskie, zespół stajni, budynek 1",,,,,,
,6306,WAŁOWA,46-50,"d. koszary artyleryjskie, zespół stajni, budynek 2",,,,,,
,6307,WAŁY JAGIELLOŃSKIE,1,"d. zespół Komendantury Garnizonu Pruskiego - budynek główny (Biuro Rady Miasta Gdańska, d. klub ŻAK)",600,,,,,
,6308,WAŁY JAGIELLOŃSKIE,1,"d. zespół Komendantury Garnizonu Pruskiego - stajnia ob..budynek. biurowy, park, mur ceglany)",600,,,,,
,6309,WAŁY JAGIELLOŃSKIE,2A,Brama  Wyżynna,451,54.349944,18.646528,,,
,6310,WAŁY JAGIELLOŃSKIE,2/4,"d.DOM Meblowy, nastepnie d. budynek PLL ""LOT"": ",,,,,,
,6311,WAŁY JAGIELLOŃSKIE,38,dawny sierociniec - portal i kamieniarka szczytu,434,,,,,
,6312,PODWALE GRODZKIE,,d. Hotel Monopol,,,,,,
,6313,WAŁY PIASTOWSKIE,1,Wieżowiec Centralnego Ośrodka Konstrukcyjno Badawczego tzw. Zieleniak,,,,,,
,6314,WAŁY PIASTOWSKIE,,"d. przystanek tramwajowy, ob. szalet miejski",,,,,,
,6315,WAŁY PIASTOWSKIE,5,Archiwum Państwowe (drugi budynek),,,,,,
,6316,WAŁY PIASTOWSKIE,5,"Archiwum Państwowe, ogrodzenie",,,,,,
,6317,WAŁY PIASTOWSKIE,6,"Szkoła Realna Św. Piotra, ob.. I LO",1547,,,,,
,6318,WAŁY PIASTOWSKIE,6,"Szkoła Realna Św. Piotra, ob.. I LO, ogrodzenie",1547,,,,,
,6319,WARSZAWSKA,30,dom,,,,,,
,6320,WARSZAWSKA,36,dom,,,,,,
,6321,WARSZAWSKA,52,dom,,,,,,
,6322,WARSZAWSKA,62,dom,,,,,,
,6323,WARSZAWSKA,64,dom,,,,,,
,6324,WARSZAWSKA,66,dom,,,,,,
,6325,WARSZAWSKA,68,dom,,,,,,
,6326,WARTKA,1 ,baszta  Łabędź ,445,,,,,
,6327,WARTKA,5,"zespół 3 kamienic, ",1111,,,,,
,6328,WARTKA,8 k.,mur,,,,,,
,6329,WARTKA,8,dwie kamienice ,,,,,,
,6330,WARYŃSKIEGO Ludwika,47A/B/C,dom,,,,,,
,6331,WARYŃSKIEGO Ludwika,04,dom,,,,,,
,6332,WARYŃSKIEGO Ludwika,05,dom,,,,,,
,6333,WARYŃSKIEGO Ludwika,06,dom,,,,,,
,6334,WARYŃSKIEGO Ludwika,09,dom,,,,,,
,6335,WARYŃSKIEGO Ludwika,10,dom,,,,,,
,6336,WARYŃSKIEGO Ludwika,11,dom,,,,,,
,6337,WARYŃSKIEGO Ludwika,12,dom,,,,,,
,6338,WARYŃSKIEGO Ludwika,13,dom,,,,,,
,6339,WARYŃSKIEGO Ludwika,17,dom,,,,,,
,6340,WARYŃSKIEGO Ludwika,18,dom,,,,,,
,6341,WARYŃSKIEGO Ludwika,19,dom,,,,,,
,6342,WARYŃSKIEGO Ludwika,20,dom,,,,,,
,6343,WARYŃSKIEGO Ludwika,21,dom,,,,,,
,6344,WARYŃSKIEGO Ludwika,21,dom,,,,,,
,6345,WARYŃSKIEGO Ludwika,22,dom,,,,,,
,6346,WARYŃSKIEGO Ludwika,24,dom,,,,,,
,6347,WARYŃSKIEGO Ludwika,25,dom,,,,,,
,6348,WARYŃSKIEGO Ludwika,30/31,budynek mieszkalny,,,,,,
,6349,WARYŃSKIEGO Ludwika,32/33,budynek mieszkalny,,,,,,
,6350,WARYŃSKIEGO Ludwika,34,budynek mieszkalny,,,,,,
,6351,WARYŃSKIEGO Ludwika,35,budynek mieszkalny,,,,,,
,6352,WARYŃSKIEGO Ludwika,36,budynek mieszkalny,,,,,,
,6353,WARYŃSKIEGO Ludwika,37,budynek mieszkalny,,,,,,
,6354,WARYŃSKIEGO Ludwika,37 A,budynek mieszkalny,,,,,,
,6355,WARYŃSKIEGO Ludwika,38,budynek mieszkalny,,,,,,
,6356,WARYŃSKIEGO Ludwika,41/42,dom,,,,,,
,6357,WARYŃSKIEGO Ludwika,43,dom,,,,,,
,6358,WARYŃSKIEGO Ludwika,45B,dom,,,,,,
,6359,WARYŃSKIEGO Ludwika,45C,dom,,,,,,
,6360,WARYŃSKIEGO Ludwika,46,dom,,,,,,
,6361,WARYŃSKIEGO Ludwika,46A,dom,,,,,,
,6362,WARYŃSKIEGO Ludwika,46B,dom,,,,,,
,6363,WARYŃSKIEGO Ludwika,46C,dom,,,,,,
,6364,WARYŃSKIEGO/ Zator-Przytockiego,,dom,,,,,,
,6365,WARZYWNICZA ,1 (1/2 ),kamienica,,,,,,
,6366,WARZYWNICZA ,2 (1/2),kamienica,,,,,,
,6367,WARZYWNICZA ,3/4 ,kamienica,,,,,,
,6368,WARZYWNICZA ,"9,10 (10 A)",kamienica z restauracją,,,,,,
,6369,WARZYWNICZA ,"11,12 (10 B)",kamienica,,,,,,
,6370,WARZYWNICZA ,13 (10 C ),kamienica,,,,,,
,6371,WARZYWNICZA ,14 (10 C),kamienica,,,,,,
,6372,WARZYWNICZA ,15 (10 D),kamienica,,,,,,
,6373,WARZYWNICZA ,"16, 17 (10 D) ",kamienica,,,,,,
,6374,WARZYWNICZA ,18 (10 E),kamienica,,,,,,
,6375,WARZYWNICZA ,19 (10 E),kamienica,,,,,,
,6376,WASSOWSKIEGO Józefa,6,dom,,,,,,
,6377,WASSOWSKIEGO Józefa,7,dom ob.. Żłobek,,,,,,
,6378,WASSOWSKIEGO Józefa,8,dom,,,,,,
,6379,WASSOWSKIEGO Józefa,9,dom,,,,,,
,6380,WASSOWSKIEGO Józefa,11k.,dom,,,,,,
